,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
405,18,1,1,1,7.886822927013286,26,0,0,0,0,0,0,E
406,16,0,3,1,0.0256885105360282,3,0,4,1,0,0,0,C
407,18,0,0,2,2.403185174712439,16,0,4,1,0,0,0,D
408,18,1,2,2,10.691090895120784,4,0,2,1,0,0,0,B
409,16,1,3,3,13.502597716888394,11,0,2,0,1,0,0,D
410,17,1,3,1,8.34896567792925,8,0,3,0,1,0,0,D
411,18,1,3,2,14.613580230567804,25,0,1,0,0,0,0,E
412,16,0,1,2,10.437245906643575,19,1,1,1,1,1,0,E
413,15,0,3,0,1.4835239118862442,12,0,3,0,0,0,0,E
414,17,0,2,1,3.8403250193589766,24,0,1,0,1,0,0,E
415,15,0,0,1,16.799964464878858,27,0,2,1,1,0,0,E
416,15,0,0,1,14.49825493248879,17,1,2,1,0,0,0,E
417,16,1,2,4,17.8952397402499,19,1,2,1,0,0,0,E
418,18,0,0,2,2.351144982418732,8,0,1,1,1,0,0,D
419,16,0,1,2,19.80445069230148,3,0,2,0,0,0,0,B
420,16,0,1,4,4.188134278998672,20,1,2,0,1,0,0,E
421,16,1,0,1,0.2355975257328402,26,0,2,0,0,1,0,E
422,16,1,1,3,19.94845878107108,7,0,3,0,0,0,0,B
423,17,1,2,2,5.621477708902263,0,1,4,0,0,1,0,A
424,18,1,0,3,13.360389050251198,16,0,1,0,0,0,0,E
425,15,0,0,1,3.533646283526104,24,0,3,1,0,0,1,E
426,15,0,0,3,11.604570643982834,8,1,1,0,0,1,0,C
427,18,1,0,1,18.080699729091187,19,0,2,0,0,0,1,E
428,15,1,3,1,6.403623348568772,12,0,2,1,1,0,0,D
429,18,0,0,2,13.405079520887185,1,0,2,0,0,0,0,B
430,15,0,1,1,3.75807177596833,12,0,3,1,1,0,0,D
431,16,1,0,2,12.495907974374504,8,0,2,1,0,0,0,D
432,15,1,0,2,6.729007036350203,29,0,2,1,0,0,0,E
433,18,1,2,2,4.224165171759033,19,0,3,0,1,1,0,E
434,18,1,2,1,6.263641014072703,5,1,1,1,0,0,0,C
435,18,0,0,0,3.576821370155987,27,0,1,0,1,0,0,E
436,18,0,0,1,18.03832215675765,0,1,0,1,0,0,0,B
437,18,0,0,2,7.943737726342577,27,1,1,0,0,0,0,E
438,17,1,0,1,4.905586099487347,24,0,2,0,1,0,0,E
439,17,1,1,1,8.968156820318658,4,0,2,1,0,1,0,C
440,15,0,0,1,6.410723336129911,2,1,1,0,0,0,1,B
441,18,0,0,0,14.88838507626652,3,0,0,1,0,0,1,C
442,15,0,0,2,19.424398237709887,0,0,3,0,1,1,1,A
443,18,0,3,3,8.760673133952936,13,0,3,1,1,1,0,D
444,18,1,3,1,17.220667999444807,8,1,4,1,0,0,0,B
445,17,0,0,2,11.31726147119239,29,0,4,0,1,0,0,E
446,17,0,2,2,3.1447133018846696,23,0,4,0,1,0,1,E
447,16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,B
448,17,0,0,2,10.268689942516405,17,1,3,1,0,0,0,D
449,16,0,2,2,13.01213046504207,13,0,1,0,0,0,0,E
450,16,0,3,2,17.7937482514333,24,0,3,1,1,0,1,E
451,16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,C
452,16,1,1,2,18.023552464347112,24,0,3,0,1,1,0,E
453,16,1,0,2,15.013380285633096,9,0,2,0,0,0,1,C
454,15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,A
455,17,1,0,1,12.064442713159274,22,0,0,1,1,0,1,E
456,16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,B
457,18,1,0,2,19.671945994775484,9,0,2,0,0,0,0,C
458,17,1,1,2,13.34702326100792,12,0,1,1,0,0,0,E
459,17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,B
460,16,0,0,2,6.532438114960176,17,0,0,1,1,0,0,E
461,15,1,3,2,12.46628867518115,10,0,2,0,0,0,1,D
462,16,1,0,2,1.126665555984796,24,1,2,0,0,0,1,E
463,15,0,1,3,0.4776838263828553,3,0,3,0,1,0,0,C
464,18,1,0,2,9.000484790556051,23,0,2,1,0,1,0,E
465,17,0,0,2,6.6538035938534,13,0,2,1,1,0,0,D
466,18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,E
467,15,0,0,4,5.253866197600104,7,0,2,0,0,0,0,D
468,15,0,2,2,3.2943549388596183,26,1,2,0,0,0,0,E
469,18,1,0,0,13.782867139606754,9,0,2,1,0,0,0,C
470,15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,B
471,18,0,1,2,4.003084224987337,22,0,2,1,1,0,0,E
472,17,1,0,0,6.391788525199966,6,1,2,1,0,1,0,B
473,18,0,1,2,11.83615815326652,11,1,3,1,1,0,0,C
474,17,1,1,2,1.444586965449557,24,0,0,0,0,0,0,E
475,18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,B
476,15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0,E
477,18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,C
478,15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,C
479,18,1,3,0,15.06625863758514,3,0,1,0,0,0,0,C
480,18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,C
481,16,1,0,2,13.387708473397383,28,1,4,0,0,0,1,E
482,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,C
483,16,1,0,2,12.8455632701423,20,0,4,0,0,1,0,E
484,15,1,0,3,0.767231095759493,29,0,0,0,0,0,0,E
485,16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,E
486,17,0,1,1,15.557554110737543,15,1,2,1,0,0,0,D
487,18,1,0,1,10.007167207687804,14,0,2,0,0,0,1,E
488,15,1,0,1,7.150266568544739,18,0,1,1,1,0,1,E
489,15,0,2,2,5.548534696019583,28,0,2,1,0,0,0,E
490,18,0,0,2,12.85604100324165,19,1,1,1,0,0,0,E
491,15,0,0,1,13.856023972598177,18,0,4,1,1,0,0,D
492,15,1,0,1,17.41935199725085,17,0,3,0,1,0,0,D
493,16,0,3,1,6.846681649219814,25,1,1,0,1,0,0,E
494,15,1,1,3,15.395446147711713,11,0,1,1,0,0,0,D
495,17,1,0,1,11.22711648378676,24,1,3,0,0,1,0,E
496,17,0,2,4,17.656729813561583,15,0,2,0,1,1,0,D
497,18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,C
498,15,1,0,1,10.352596567959344,15,1,2,1,0,1,0,D
499,18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,B
500,17,1,2,2,14.986307102848688,23,0,1,0,0,0,0,E
501,15,0,1,2,19.293809576569217,14,0,3,1,1,0,0,D
502,15,0,0,4,1.471267084315313,6,0,3,1,0,0,0,C
503,18,0,2,0,1.0686920478203432,27,0,0,0,1,1,0,E
504,17,1,1,0,18.75100674814677,0,1,4,1,0,0,0,A
505,15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,B
506,18,1,0,1,12.298060291338722,9,1,1,1,0,0,0,C
507,17,1,0,1,9.648472031894578,21,0,1,0,0,0,0,E
508,18,1,0,0,1.8731490521494896,20,1,1,0,0,0,0,E
509,16,1,2,0,15.36178756837333,3,1,2,1,1,0,0,A
510,15,0,0,2,14.94449290177174,13,0,1,0,1,0,0,E
511,16,1,0,1,6.23406642985624,12,0,2,0,0,0,1,E
512,17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,B
513,16,0,0,2,16.75682761811037,15,1,3,0,1,0,1,D
514,16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0,E
515,17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,C
516,18,1,0,2,5.1332337979182885,21,0,3,0,1,1,0,E
517,16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,C
518,18,1,0,2,18.719883580035557,18,0,3,0,0,0,0,E
519,16,0,0,3,13.56245003073293,14,0,2,0,0,0,0,D
520,18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,E
521,17,1,3,2,13.790684178108304,13,0,3,1,0,0,0,D
522,16,0,0,2,6.879592726327404,19,1,1,0,0,0,0,E
523,17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,C
524,16,0,2,3,19.933665558693598,20,0,2,0,0,0,0,E
525,17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,D
526,17,1,0,1,12.894399547636352,27,0,3,0,1,0,0,E
527,16,1,0,2,7.105792864386375,0,0,2,1,1,1,0,A
528,16,0,0,3,0.9832165831009632,20,0,1,1,0,1,0,E
529,16,1,2,4,0.6211375207031122,16,1,4,0,0,0,0,E
530,15,0,2,2,11.083625108975976,8,1,0,0,1,0,0,D
531,18,0,0,2,15.240654420781022,22,0,0,1,0,1,0,E
532,15,1,0,1,10.7475838088771,18,0,2,0,0,1,0,E
533,15,1,3,4,16.81570143878229,24,0,3,0,1,1,1,E
534,17,1,2,1,0.6685306618644327,17,0,3,1,0,0,0,E
535,16,1,3,2,7.335041528518802,27,0,4,1,1,0,0,E
536,18,1,2,1,4.741407823483561,6,0,1,0,0,1,0,D
537,17,1,0,1,8.94545936314244,8,0,2,0,0,1,0,D
538,15,1,1,2,1.4475278638824496,21,0,1,0,0,0,0,E
539,16,0,1,4,19.08263283142145,25,0,3,0,0,1,0,E
540,17,0,0,0,4.465108021387218,20,0,2,1,0,0,0,E
541,16,0,1,2,18.44615550967169,11,0,0,0,1,0,0,D
542,17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,B
543,16,0,0,1,19.71048266510436,13,1,2,0,0,0,0,D
544,15,1,2,2,11.081167669204214,14,1,2,0,1,0,0,E
545,18,0,1,2,18.616657283516147,14,0,3,0,0,1,0,D
546,15,0,3,1,0.1069797738844569,5,0,1,1,0,0,0,D
547,18,0,0,1,14.964776123618002,20,0,1,1,1,1,0,E
548,16,0,0,0,18.061013062050307,13,0,1,0,0,1,0,D
549,17,0,1,1,2.794411339579081,1,1,2,0,1,0,0,B
550,15,0,0,4,1.9225170346430296,7,0,1,1,1,0,0,D
551,18,0,2,3,8.491452143719112,12,0,3,0,1,0,0,D
552,15,1,2,1,18.673578122658704,22,0,1,0,1,0,0,E
553,18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,C
554,15,0,1,3,10.549129274434645,4,1,1,0,1,0,0,B
555,18,1,1,0,2.8225223659864374,4,0,1,1,1,0,1,C
556,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,E
557,16,1,3,3,16.202801814909225,0,0,3,1,0,0,0,A
558,18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,C
559,16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,B
560,18,1,2,4,18.29232909030383,19,0,3,0,1,0,0,E
561,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,E
562,17,1,3,0,13.305456724738216,29,1,3,0,0,1,0,E
563,17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0,D
564,18,0,2,2,12.07510287675226,8,0,3,1,0,0,0,C
565,16,0,2,2,3.278634419064055,4,1,4,1,0,0,0,B
566,16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,C
567,18,0,2,4,6.024625895878164,4,0,1,0,0,0,0,D
568,17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,B
569,17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,D
570,16,1,0,2,3.425468213324792,12,1,1,1,1,1,0,C
571,17,1,3,2,14.832756372352415,12,0,3,0,0,0,0,D
572,15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,C
573,16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,D
574,17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,E
575,16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,E
576,15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,E
577,16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,E
578,16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,E
579,16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,B
580,16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,E
581,15,0,2,4,17.634346127907925,1,0,2,0,0,0,1,B
582,18,0,0,2,17.836404228132256,27,0,2,1,1,0,1,E
583,16,0,0,1,3.928826304455717,12,0,1,0,0,0,0,E
584,16,1,2,2,12.276918900154485,22,0,4,0,0,0,0,E
585,17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,E
586,16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,E
587,17,0,3,1,14.266434590025446,25,0,3,1,1,0,0,E
588,18,0,0,2,13.188464936998326,10,0,2,0,0,0,1,D
589,15,1,0,2,12.49401338813216,0,0,3,0,0,0,0,A
590,15,0,2,2,5.650817273248872,23,0,1,0,0,0,0,E
591,18,0,2,2,7.560498988688041,1,0,1,0,0,0,0,D
592,15,1,1,2,2.058922894005724,29,0,4,0,1,0,1,E
593,18,1,3,1,14.38045640867202,16,0,3,0,0,0,0,E
594,18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,C
595,18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,B
596,15,0,2,1,4.978870495937455,5,0,4,0,0,1,1,C
597,17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,E
598,18,1,0,1,6.684306745202293,4,0,0,0,0,0,0,D
599,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,E
600,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,D
601,18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,E
602,18,1,0,2,17.94596991499477,15,0,3,1,0,0,0,D
603,16,0,2,4,10.364366312718548,12,0,0,0,0,1,0,E
604,17,0,0,2,9.110033904384403,25,1,3,0,0,0,1,E
605,17,0,0,3,0.6164923739874051,19,0,2,0,1,0,1,E
606,17,1,0,1,17.584086751707652,6,0,2,0,0,0,0,C
607,18,1,2,2,0.2602042685174544,15,0,3,1,1,1,0,D
608,18,1,1,3,18.89500160420424,22,1,2,0,0,0,0,E
609,18,1,2,2,9.784324973761812,15,0,1,0,0,0,1,E
610,15,1,0,2,6.838689871494532,28,0,1,1,0,0,0,E
611,16,1,1,1,18.484368696853203,11,1,3,1,0,0,0,C
612,18,0,1,0,0.4878198622019347,13,0,1,1,0,0,0,E
613,16,0,2,2,11.628497897381742,23,1,0,1,0,0,1,E
614,16,1,3,1,10.978650489986752,17,0,4,0,0,0,0,D
615,17,0,0,3,4.3864080242276415,26,1,4,1,1,0,0,E
616,15,1,1,1,8.577748627004212,27,0,2,0,1,1,1,E
617,18,0,0,4,13.045280118875404,17,0,0,0,0,0,0,E
618,17,1,1,4,14.54262393763855,15,0,3,1,0,1,0,D
619,17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0,E
620,18,0,0,1,18.737068601820305,15,0,1,1,1,0,0,D
621,16,0,0,3,3.290507447856248,12,0,1,1,0,1,0,E
622,17,1,1,4,4.671608684447184,25,0,3,1,0,1,0,E
623,16,1,0,2,5.269468913876965,28,0,4,0,0,0,0,E
624,15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,C
625,16,0,0,2,2.4610424718064983,25,0,1,1,1,1,0,E
626,15,1,0,2,19.72699845888324,27,0,2,1,1,0,0,E
627,16,0,2,1,6.304334747545721,8,0,3,0,0,0,0,D
628,17,1,0,2,2.306021806780987,12,0,1,0,0,0,0,E
629,17,1,0,0,2.1398252234924664,28,0,1,1,0,1,0,E
630,15,1,1,0,14.389199353399436,3,1,1,0,0,0,0,B
631,18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,C
632,15,0,0,1,5.139045990169397,14,0,2,0,0,0,0,E
633,15,0,0,1,0.4181902467046994,13,0,3,0,1,0,0,E
634,16,0,3,2,4.461800368907117,18,1,3,1,1,0,0,E
635,16,0,1,1,1.130313815935147,11,0,4,0,0,1,0,D
636,15,0,1,1,2.0678987326008302,20,1,3,1,0,0,0,E
637,17,0,1,1,8.630162396952848,25,0,1,0,0,0,1,E
638,16,0,0,4,4.598367417232652,24,1,2,0,1,1,1,E
639,18,1,0,2,10.318917570508468,5,0,2,0,1,0,0,C
640,16,0,2,2,5.069875065143807,2,0,0,1,0,1,0,C
641,16,0,0,2,18.810746022058957,25,0,4,0,1,0,0,E
642,18,1,0,4,18.11887935852529,24,1,0,1,1,0,0,E
643,15,0,0,1,11.33612210020932,21,1,2,1,0,0,0,E
644,18,0,0,2,7.088479839747723,19,0,2,1,0,1,0,E
645,15,1,3,2,7.622937640694712,15,0,2,1,0,1,0,D
646,15,0,0,2,8.237045662889939,29,0,3,0,0,0,1,E
647,15,0,1,0,14.55158644269888,19,0,2,0,0,0,0,E
648,18,0,0,2,9.03277991037676,23,0,1,0,0,1,0,E
649,15,1,3,0,17.13459893011795,22,0,1,0,0,0,0,E
650,17,0,0,2,18.88189571860729,16,1,4,1,1,0,0,D
651,18,0,0,2,6.718923067578677,15,0,1,1,0,0,0,E
652,17,1,2,1,11.213889627513602,5,0,1,0,0,1,0,C
653,15,0,2,3,1.9011307366512888,7,0,2,0,0,0,0,D
654,16,1,0,0,4.009380955327179,18,1,1,1,0,0,0,E
655,15,1,0,3,8.269315334203203,29,1,2,0,0,1,0,E
656,17,0,0,2,4.1240543180355775,24,0,3,1,0,0,0,E
657,17,1,0,1,17.53120981577435,25,1,3,0,0,0,0,E
658,18,1,0,1,3.165725121181961,1,1,3,0,1,0,0,C
659,16,0,0,4,9.11321643106184,13,0,1,1,1,1,0,D
660,18,1,0,0,12.113984809197513,21,0,2,0,1,0,0,E
661,17,1,0,1,13.837278163216888,11,1,0,1,0,0,0,D
662,15,0,1,1,7.661387394530134,16,0,0,1,0,0,1,E
663,16,0,3,2,17.381981374494572,27,0,2,1,0,0,0,E
664,15,0,1,2,11.36638302155851,26,0,1,1,1,1,0,E
665,15,1,0,1,8.790155608951036,14,0,3,0,0,0,0,D
666,16,0,0,1,1.3448126810407324,17,1,3,1,1,0,0,E
667,18,1,3,1,9.2937893689033,15,0,3,1,0,0,1,E
668,15,1,0,1,16.414716816314606,12,0,3,1,1,0,0,C
669,17,1,0,2,12.29082036442631,20,1,0,1,1,1,0,E
670,15,1,1,2,16.643249074582368,16,0,2,1,0,0,0,E
671,16,1,1,1,9.880233411986111,7,0,1,0,1,0,0,D
672,16,1,1,1,2.369234101889637,0,1,2,1,0,0,0,B
673,16,1,0,1,0.2727969167176214,28,0,1,1,1,0,0,E
674,18,0,0,4,6.064390934371824,24,0,0,1,1,0,0,E
675,15,0,3,4,13.95980942995585,25,0,2,0,1,1,1,E
676,18,1,0,3,15.805198078833875,26,0,3,1,0,0,0,E
677,18,1,1,1,5.915056692406589,2,1,3,0,0,0,0,B
678,16,0,2,0,9.91307841766494,15,0,2,0,1,0,1,E
679,16,1,1,1,8.422378088681633,27,0,2,1,1,1,0,E
680,18,0,0,1,8.210455687028556,1,0,2,1,0,0,1,C
681,15,0,0,2,4.62697426400301,14,0,3,0,0,0,1,E
682,17,0,1,2,2.7274221005891675,0,1,0,1,0,1,0,A
683,18,1,2,3,3.9337711646242624,8,1,3,0,1,0,0,C
684,15,1,3,3,1.106647743266922,15,1,2,0,1,0,0,E
685,16,0,0,1,3.962614836471541,3,0,1,0,0,1,1,D
686,16,0,0,2,0.1840179525075891,11,1,0,1,0,0,0,E
687,15,0,3,1,12.545168012719564,0,0,1,0,0,0,0,C
688,17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,B
689,16,0,2,2,19.46289422853817,6,1,3,1,1,0,0,A
690,16,1,0,0,3.874341015525957,17,0,2,0,0,0,1,E
691,16,0,1,2,6.916571406191878,22,0,2,1,0,0,0,E
692,15,1,2,1,7.156823172830665,27,0,4,1,1,0,1,E
693,18,0,1,2,0.1690299212492108,22,0,1,1,0,0,0,E
694,16,1,0,2,16.78415906078918,14,1,1,0,0,0,0,D
695,18,1,0,1,0.6398892028864944,25,0,2,0,1,0,0,E
696,17,1,1,3,18.803596694584822,29,0,3,1,0,0,0,E
697,16,1,0,1,17.841487021872414,24,0,3,0,1,0,0,E
698,16,1,0,2,10.710438321719272,12,1,2,0,0,0,0,D
699,17,1,3,2,10.871911498225842,15,0,4,0,1,1,0,C
700,16,0,0,2,13.075558459123126,6,0,3,0,0,0,0,C
701,18,1,2,4,7.7410002386977395,15,0,0,1,0,0,0,E
702,15,0,0,1,12.94444566795711,12,0,3,1,0,1,1,C
703,18,1,1,2,0.8953677737697374,13,0,0,0,1,0,0,E
704,15,1,3,2,1.0809525469945314,16,1,3,0,1,0,0,E
705,15,0,0,3,9.144608392390888,11,0,1,1,0,0,0,D
706,18,1,0,1,10.9924460221207,28,0,3,0,0,0,0,E
707,18,0,0,2,17.75635280671638,23,0,2,1,0,0,0,E
708,18,0,0,2,2.093212678157925,23,0,3,0,0,0,0,E
709,18,0,2,1,16.452958543877788,19,0,2,1,1,0,0,E
710,17,0,3,2,4.200946745841392,12,0,3,1,0,0,0,D
711,16,1,0,1,7.881672970200637,23,0,1,0,1,1,0,E
712,15,1,0,2,6.332048696548258,19,0,4,0,1,0,0,E
713,18,0,0,3,8.00310545730798,14,0,3,0,0,0,0,D
714,18,1,2,2,3.009909961451711,23,1,1,1,1,0,0,E
715,18,1,0,2,10.0714014880711,20,0,4,0,0,0,0,E
716,17,0,1,2,16.032851796627344,3,1,2,1,0,0,1,A
717,18,1,1,0,8.830680207577938,21,1,3,0,1,0,1,E
718,18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,B
719,18,0,0,2,16.975351705626284,27,1,0,1,0,0,1,E
720,16,1,2,1,14.121162292760616,17,0,4,0,1,0,0,D
721,17,1,0,1,9.809088170395697,1,0,2,0,0,0,0,B
722,18,1,0,2,5.153912963783593,24,0,1,0,0,0,0,E
723,15,0,2,1,17.698534936899332,14,0,3,1,1,0,1,C
724,15,0,2,1,11.540408033811168,29,0,3,0,0,0,0,E
725,15,1,0,2,4.422952202213867,25,0,0,0,1,0,0,E
726,17,1,0,1,5.382395052760208,18,0,1,1,0,0,0,E
727,17,1,0,3,16.06266177872492,14,0,3,0,0,0,0,D
728,15,1,0,3,0.8829112417491092,25,0,0,1,1,1,0,E
729,18,0,0,2,19.8418437405764,19,0,4,0,0,0,0,E
730,17,1,0,1,2.607033594295836,9,0,3,0,1,0,0,C
731,15,0,0,2,15.921370507938748,27,0,2,0,1,0,0,E
732,15,0,2,3,7.895506335433657,23,0,2,1,1,0,1,E
733,18,1,1,2,9.844323665749338,19,0,2,0,0,1,1,E
734,16,1,1,1,17.613011549291556,10,1,2,1,0,0,0,C
735,17,1,0,2,8.258223791784264,25,1,3,0,1,1,1,E
736,18,0,3,3,10.74987507346469,9,0,4,0,0,0,1,C
737,15,1,2,2,0.9859932481833988,28,1,2,1,0,1,0,E
738,15,1,2,2,0.046949477349063,22,0,2,0,0,0,1,E
739,18,0,2,2,4.895997460034518,4,0,1,0,0,0,0,D
740,17,1,3,2,13.611661858375346,8,1,3,0,0,0,0,C
741,16,0,1,0,2.425297867182734,19,0,3,1,1,0,0,E
742,16,1,0,2,2.2752391760909885,18,1,3,1,0,0,0,E
743,15,0,1,0,8.219212160718065,12,0,0,0,0,0,0,E
744,17,1,2,2,12.95674077216453,17,0,3,0,1,0,0,D
745,16,1,2,1,14.24143984495861,16,0,2,1,0,0,0,E
746,17,0,1,2,3.569013481967496,26,0,3,1,1,0,1,E
747,17,0,0,1,1.591762947440849,5,0,3,0,0,0,0,C
748,15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,C
749,16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,C
750,18,0,1,1,17.066929952174476,23,0,3,0,1,0,0,E
751,15,0,1,1,17.269829009256366,5,0,0,0,0,0,0,D
752,16,0,0,1,15.450451835250888,27,0,3,0,0,1,0,E
753,16,1,0,3,3.3766721330514016,27,1,0,0,0,0,0,E
754,16,1,2,2,16.436029185084006,20,0,2,1,1,0,0,E
755,16,0,1,2,15.385011184831734,12,0,1,0,0,0,0,E
756,16,0,2,1,11.934459802124342,17,1,3,0,1,0,0,D
757,17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,C
758,15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,B
759,17,1,0,3,2.4377842416071798,28,1,3,1,0,0,0,E
760,18,1,2,2,10.195141338017429,13,1,3,0,1,0,0,D
761,16,0,0,0,11.705217510196931,4,0,1,0,1,0,0,D
762,15,0,0,1,7.186779810315745,17,0,3,0,1,0,0,E
763,16,0,1,0,9.507181353617373,10,1,2,0,1,0,0,D
764,15,1,3,1,7.270289147385334,9,0,0,0,0,0,0,D
765,17,0,0,1,12.820121146414024,10,1,1,0,1,0,0,D
766,15,1,2,1,18.025184155931267,26,0,1,1,0,1,0,E
767,18,0,0,1,3.278405240938897,1,0,0,0,1,0,0,C
768,18,1,0,3,7.628176198062468,14,0,2,0,0,0,0,E
769,15,0,0,2,2.8173720790172263,6,1,0,0,1,0,0,C
770,15,1,0,3,12.49887540815664,8,1,2,1,0,0,0,C
771,15,0,1,2,14.577410189771916,4,0,1,0,0,0,0,D
772,15,0,0,1,18.63825465194912,6,1,1,0,0,1,0,C
773,18,0,0,2,5.577438525219298,19,0,4,1,0,0,0,E
774,16,1,3,1,19.004224117308603,1,0,2,0,0,1,0,B
775,15,0,0,2,1.265253436413496,2,1,1,0,1,0,0,B
776,15,1,2,1,12.060277267291765,1,1,2,0,1,1,1,B
777,18,1,0,4,1.1426543868665997,20,1,1,1,0,0,0,E
778,18,0,1,1,17.875483755238896,21,1,0,0,0,0,0,E
779,17,0,0,1,10.596181141401082,22,0,0,1,0,0,0,E
780,15,0,0,3,13.38696701525592,18,0,4,0,1,1,0,D
781,17,1,0,0,16.63147851820905,3,1,3,0,0,0,0,B
782,18,0,0,2,3.006212449679375,23,0,3,1,0,1,0,E
783,18,1,0,2,0.7718312387626769,19,0,4,0,0,0,1,E
784,16,1,1,3,17.577622918257042,6,0,4,0,0,0,0,C
785,15,0,2,4,6.29866454917865,27,0,3,0,0,1,0,E
786,17,0,2,4,2.5795781585433053,21,1,3,1,0,1,1,E
787,18,0,1,0,9.36922474174173,6,0,2,0,0,0,1,C
788,18,0,0,3,11.966121513920376,16,1,1,0,0,0,0,E
789,17,0,0,2,0.6194120684502025,18,0,2,0,0,1,0,E
790,16,0,0,2,5.497913165141755,21,0,2,0,0,0,0,E
791,18,1,0,1,0.6559974855379203,15,0,4,0,0,0,0,E
792,15,1,1,2,8.40670778390998,2,0,2,0,0,1,0,B
793,18,1,1,4,17.902000581324884,14,0,3,0,0,0,1,D
794,15,0,0,3,19.653048229871384,13,0,2,1,1,0,0,C
795,17,1,0,2,12.740951070072551,14,0,1,0,0,0,0,E
796,15,1,2,0,3.232753875691836,13,0,2,0,1,0,0,E
797,17,1,2,1,18.11698779998612,6,0,2,1,0,0,0,C
798,15,1,0,3,10.32495646400121,24,0,2,1,0,0,0,E
799,17,1,3,2,3.074986242058362,2,0,2,1,0,0,0,B
800,15,0,3,2,18.434533389033227,29,0,1,0,0,0,0,E
801,16,0,0,0,15.14938101446206,16,1,2,1,0,0,0,E
802,15,1,0,2,14.63410545446303,9,0,3,1,1,0,0,C
803,15,1,1,2,14.183614075888094,14,1,2,0,1,0,0,D
804,16,1,3,3,4.006796421928847,28,1,2,0,0,0,0,E
805,18,0,2,2,4.220133834150522,5,0,0,0,0,0,0,D
806,18,0,0,1,13.7658599685451,27,1,1,1,0,1,1,E
807,15,1,0,2,4.394455002207938,16,0,2,0,0,0,1,E
808,16,0,1,0,8.773433936060977,16,1,2,0,1,0,0,E
809,15,0,1,4,15.640036511878828,13,1,2,0,0,0,0,E
810,17,1,0,1,15.679050361956818,23,0,3,1,1,0,0,E
811,17,0,2,2,9.065235450517193,24,0,1,0,0,1,0,E
